ID_CENSO;Date;SECTOR;Species;Individuals;Notes;Starting time;Finishing time;Cloudiness;Wind speed;Wind direction;Waves
CP19931221;21-dic-93;MAZA;Sterna hirundo;7;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;MAZA;Sterna sandvicensis;61;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Alca torda;20;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Anas penelope;5;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Calidris alba;68;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Charadrius alexandrinus;2;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Corvus corax;1;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Haematopus ostralegus;2;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus audouinii;1;Adulto;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus fuscus;122;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus michahellis;10;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Larus sp.;25;L.fuscus / L.michahellis;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Melanitta nigra;195;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Morus bassanus;5;-;13:00;15:30;0;1;E;0
CP19931221;21-dic-93;ZACA;Sterna sandvicensis;1;-;13:00;15:30;0;1;E;0
CP19931227;27-dic-93;CAMA;Calidris alba;31;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Haematopus ostralegus;14;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Larus fuscus;118;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Larus michahellis;1;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Melanitta nigra;12;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;CAMA;Sterna sandvicensis;10;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Calidris alba;29;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Chroicocephalus ridibundus;46;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Haematopus ostralegus;157;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus audouinii;1;Adulto;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus fuscus;472;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus michahellis;33;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Larus sp.;30;L.fuscus / L.michahellis, en vuelo;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Melanitta nigra;10;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Morus bassanus;2;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;MAZA;Sterna sandvicensis;10;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Calidris alba;15;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Corvus corax;2;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Falco peregrinus;1;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Haematopus ostralegus;15;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Larus fuscus;96;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Larus michahellis;3;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Melanitta nigra;50;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Morus bassanus;30;-;11:00;11:45;4;2;NW;2
CP19931227;27-dic-93;ZACA;Sterna sandvicensis;15;-;11:00;11:45;4;2;NW;2
